Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
seed-2593	7267	161	77	84	1.911	seed-2593	11836		
seed-2657	948	51	37	14	0.442	seed-2657	16050		
seed-2690	16492	773	537	236	4.368	seed-2690	24959		
seed-2854	7282	139	47	92	0.419	seed-2854	47783		
seed-3032	10531	281	117	164	2.31	seed-3032	17175		
seed-3123	16528	631	509	122	1.257	seed-3123	70194		
seed-3197	35614	795	429	366	1.69	seed-3197	66154		
seed-3370	14164	275	95	180	0.737	seed-3370	53858		
seed-3403	2988	59	41	18	1.567	seed-3403	5257		
seed-3506	21724	438	218	220	1.403	seed-3506	44096		
seed-3706	14699	333	175	158	1.915	seed-3706	24398		
seed-3890	11620	278	148	130	2.095	seed-3890	18728		
seed-3993	6763	120	60	60	1.274	seed-3993	13183		
seed-4016	23369	862	464	398	3.317	seed-4016	36672		
seed-4079	5793	149	93	56	0.542	seed-4079	38947		
seed-4093	21739	418	188	230	0.92	seed-4093	64061		
seed-4102	28636	568	280	288	1.001	seed-4102	81075		
seed-4132	5460	160	80	80	2.529	seed-4132	8836		
seed-4157	14316	335	127	208	1.739	seed-4157	27473		
seed-4215	8806	220	90	130	2.014	seed-4215	15285		
seed-4498	26459	587	287	300	1.474	seed-4498	56425		
seed-4607	17030	366	194	172	1.084	seed-4607	47984		
seed-4739	8781	183	89	94	1.015	seed-4739	25267		
seed-4746	4508	220	144	76	4.712	seed-4746	6406		
seed-4801	1546	45	33	12	2.374	seed-4801	2748		
seed-4916	4286	96	36	60	1.221	seed-4916	11079		
seed-4997	30626	666	312	354	1.456	seed-4997	64312		
seed-5055	10301	275	135	140	1.748	seed-5055	21818		
seed-5165	3197	56	22	34	0.947	seed-5165	8490		
seed-5203	46679	1197	593	604	2.396	seed-5203	70567		
seed-5234	7255	242	140	102	2.014	seed-5234	16846		
seed-5292	2555	48	30	18	0.332	seed-5292	20181		
seed-5573	13961	360	162	198	1.738	seed-5573	29029		
seed-5651	16252	457	229	228	2.774	seed-5651	23226		
seed-5818	5712	123	41	82	1.407	seed-5818	12535		
seed-5846	39535	966	398	568	2.168	seed-5846	63627		
seed-5879	9254	250	106	144	1.827	seed-5879	19586		
seed-5885	5053	93	57	36	1.014	seed-5885	12679		
seed-5943	5388	136	108	28	0.399	seed-5943	46707		
seed-5966	1156	9	1	8	0.113	seed-5966	11571		
seed-6135	10207	216	102	114	2.17	seed-6135	14209		
seed-6262	10585	306	156	150	2.537	seed-6262	16923		
seed-6341	12285	294	176	118	1.861	seed-6341	21812		
seed-6451	16381	435	247	188	1.29	seed-6451	46984		
seed-6544	12395	1993	1065	928	12.023	seed-6544	24027		
seed-6645	15120	301	165	136	0.733	seed-6645	57699		
seed-6674	2722	25	1	24	0.258	seed-6674	14412		
seed-6863	12511	271	191	80	0.465	seed-6863	81143		
seed-7016	7655	203	99	104	1.546	seed-7016	18049		
seed-7236	13659	284	154	130	0.829	seed-7236	47450		
seed-7302	4724	298	178	120	8.509	seed-7302	5054		
seed-7321	24284	507	213	294	1.303	seed-7321	54734		
seed-7333	10200	186	112	74	0.836	seed-7333	31508		
seed-7391	6111	138	62	76	2.014	seed-7391	9683		
seed-7419	3219	118	78	40	2.985	seed-7419	5687		
seed-7426	9491	497	269	228	7.019	seed-7426	9982		
seed-7600	511	5	1	4	0.099	seed-7600	7153		
seed-7910	1266	21	17	4	0.148	seed-7910	18874		
seed-8657	2626	76	28	48	1.487	seed-8657	7212		
seed-8848	2478	39	29	10	0.352	seed-8848	15816		
seed-9051	6791	156	68	88	1.962	seed-9051	11349		
seed-9206	18298	441	185	256	1.718	seed-9206	36556		
seed-9712	3505	71	41	30	0.357	seed-9712	27907		
seed-9736	8195	154	70	84	1.374	seed-9736	16049		
seed-9796	0	0	0	0	0	seed-9796	9237		
seed-9864	3792	124	68	56	2.775	seed-9864	6251		
seed-9949	11769	301	147	154	2.224	seed-9949	19321		
seed-10069	4107	97	21	76	2.474	seed-10069	5581		
seed-10750	5982	104	44	60	0.98	seed-10750	15011		
seed-10830	22733	799	515	284	2.601	seed-10830	42812		
seed-10924	7282	201	99	102	2.902	seed-10924	9847		
seed-11565	8678	253	137	116	2.76	seed-11565	13043		
seed-12621	3118	61	31	30	2.134	seed-12621	4038		
seed-13571	7873	256	140	116	3.24	seed-13571	11240		
seed-17259	2019	45	27	18	1.435	seed-17259	4459		
seed-19740	107	1	1	0	0.014	seed-19740	7742		
seed-22322	1147	15	9	6	0.37	seed-22322	5690		
136	67337	121042	6194	114848	269.121	136	67404		
187	240066	385543	19631	365912	240.666	187	240066		
276	231472	418539	20921	397618	271.06	276	231472		
320	172935	312290	15402	296888	270.734	320	172935		
353	16912	29097	1627	27470	257.766	353	16912		
431	136905	233595	11333	222262	255.625	431	137012		
852	51400	94587	4733	89854	275.83	852	51400		
978	19652	31945	2167	29778	241.586	978	19769		
1376	26268	43793	2289	41504	249.77	1376	26268		
1892	12318	21696	1618	20078	263.009	1892	12318		
5014	4688	8310	702	7608	264.051	5014	4707		
5015	5140	8537	843	7694	247.389	5015	5140		
6703	4125	6481	543	5938	234.669	6703	4125		
107	15487	2784	236	2548	26.473	107	15719		
111	5862	1042	88	954	26.58	111	5862		
375	17008	3241	223	3018	28.221	375	17187		
395	5320	971	151	820	26.78	395	5375		
451	4243	719	57	662	25.297	451	4243		
462	13412	2652	178	2474	29.423	462	13489		
781	25178	4736	320	4416	28.052	781	25263		
847	14119	2551	163	2388	26.989	847	14146		
959	8816	1625	109	1516	27.511	959	8834		
1064	22094	4063	291	3772	27.483	1064	22116		
1091	9283	1575	141	1434	25.166	1091	9351		
1205	8520	1524	104	1420	26.773	1205	8520		
1212	12758	2323	131	2192	27.284	1212	12758		
1241	11250	2415	561	1854	31.304	1241	11270		
1464	18196	3275	245	3030	26.848	1464	18249		
1668	35298	6661	313	6348	28.278	1668	35298		
1699	21681	4150	246	3904	28.627	1699	21693		
1733	11206	2058	216	1842	27.384	1733	11206		
2042	23760	4262	240	4022	26.85	2042	23759		
2116	11339	2028	142	1886	26.785	2116	11339		
2117	27092	4871	361	4510	26.356	2117	27610		
2187	11630	2105	185	1920	26.662	2187	11779		
2339	16768	2985	205	2780	26.353	2339	16940		
2349	9685	1747	149	1598	26.655	2349	9800		
2788	4431	814	70	744	27.478	2788	4431		
2789	20543	3789	205	3584	27.625	2789	20543		
2969	11990	2162	164	1998	26.904	2969	12022		
3052	11837	2020	234	1786	24.324	3052	12373		
3305	41444	7655	429	7226	27.556	3305	41553		
3411	10609	1985	157	1828	27.732	3411	10704		
3560	14880	2848	316	2532	28.359	3560	14954		
3659	26360	4673	277	4396	26.49	3659	26426		
3670	9427	1688	122	1566	26.462	3670	9536		
3874	6499	1219	77	1142	28.042	3874	6499		
4121	8094	1437	101	1336	26.575	4121	8093		
4165	34171	6341	385	5956	27.662	4165	34338		
4220	8039	1486	136	1350	27.641	4220	8039		
4223	19235	3669	285	3384	28.402	4223	19317		
4231	18805	3435	237	3198	27.146	4231	18931		
4289	22730	4038	364	3674	26.469	4289	22735		
4421	13451	2393	117	2276	26.645	4421	13451		
4430	19736	3722	248	3474	27.928	4430	19941		
4643	12644	2394	174	2220	28.17	4643	12709		
4651	6454	1202	60	1142	27.827	4651	6454		
4660	18146	3379	255	3124	27.763	4660	18179		
4665	19801	3808	204	3604	28.81	4665	19801		
4774	35177	6417	399	6018	27.069	4774	35487		
4828	24577	4619	281	4338	28.128	4828	24588		
4900	6200	1139	85	1054	27.487	4900	6200		
4958	24815	4195	315	3880	25.001	4958	25089		
5051	27945	5214	358	4856	27.776	5051	28055		
5091	7040	1230	152	1078	25.364	5091	7196		
5258	10274	1866	112	1754	27.187	5258	10274		
5280	4083	754	96	658	26.766	5280	4182		
5297	11021	2004	160	1844	26.858	5297	11139		
5317	26060	4852	376	4476	27.697	5317	26190		
5589	11097	1865	139	1726	24.857	5589	11206		
5718	18775	3376	216	3160	26.929	5718	18775		
5752	6902	1375	181	1194	29.354	5752	6942		
5803	57964	11170	722	10448	28.744	5803	58131		
5881	8705	1689	105	1584	29.066	5881	8705		
5907	5284	913	97	816	25.533	5907	5317		
5927	6123	1046	94	952	25.551	5927	6123		
5930	4215	746	84	662	26.428	5930	4215		
5957	22825	4317	251	4066	28.325	5957	22825		
6046	13139	2290	152	2138	25.994	6046	13139		
6062	10444	1865	91	1774	26.748	6062	10444		
6067	19798	3433	253	3180	25.887	6067	19855		
6288	20226	3771	207	3564	27.946	6288	20226		
6331	37568	7160	520	6640	28.18	6331	38004		
6416	6933	1341	113	1228	28.819	6416	6948		
6430	16654	3121	201	2920	28.063	6430	16654		
6525	22201	4331	283	4048	29.063	6525	22304		
6570	17657	3227	205	3022	27.126	6570	17799		
6663	13983	2640	206	2434	28.048	6663	14079		
6677	26642	4944	290	4654	27.66	6677	26768		
6696	23600	4306	362	3944	27.048	6696	23822		
6721	9027	1485	101	1384	24.623	6721	9027		
6804	13399	2353	97	2256	26.307	6804	13399		
6882	8594	1481	87	1394	25.753	6882	8594		
6884	5836	1121	103	1018	28.725	6884	5836		
6943	17095	3188	184	3004	27.941	6943	17095		
7110	8982	1559	101	1458	25.963	7110	8982		
7161	17968	3236	170	3066	26.987	7161	17968		
7188	16308	2974	238	2736	27.137	7188	16382		
7198	18677	3546	340	3206	27.771	7198	19048		
7218	7607	1492	170	1322	28.337	7218	7826		
7259	11254	2174	248	1926	28.604	7259	11286		
7382	29627	5201	291	4910	26.147	7382	29770		
7470	42867	8205	513	7692	28.494	7470	43104		
7478	7433	1268	138	1130	25.043	7478	7554		
7508	12046	2216	190	2026	27.242	7508	12150		
7513	34487	6398	342	6056	27.686	7513	34598		
7527	4106	730	62	668	26.453	7527	4106		
7576	11873	2248	322	1926	27.649	7576	11960		
7584	6151	1076	88	988	26.166	7584	6151		
7599	7081	1267	105	1162	26.67	7599	7089		
7655	20268	3782	262	3520	27.765	7655	20352		
7708	4252	769	73	696	26.485	7708	4326		
7723	5046	953	101	852	27.711	7723	5110		
7794	12900	2467	201	2266	28.348	7794	13018		
7823	25194	4479	315	4164	26.595	7823	25194		
7918	29162	5285	349	4936	27.083	7918	29227		
7963	5120	865	69	796	25.307	7963	5120		
8102	12565	2145	137	2008	25.483	8102	12593		
8136	21404	3741	283	3458	25.829	8136	21681		
8262	27944	5251	323	4928	28.047	8262	28027		
8275	36259	6589	411	6178	27.066	8275	36428		
8281	6990	1330	90	1240	28.423	8281	6990		
8463	5652	1093	91	1002	28.891	8463	5652		
8477	8611	1528	140	1388	26.189	8477	8712		
8496	7606	1354	84	1270	26.654	8496	7606		
8545	27514	5329	311	5018	28.986	8545	27514		
8611	13675	2542	128	2414	27.73	8611	13714		
8713	7000	1389	101	1288	29.695	8713	7000		
8771	11222	2167	157	2010	28.864	8771	11222		
8939	7194	1351	101	1250	28.101	8939	7194		
8981	10328	1980	168	1812	28.338	8981	10431		
8998	6155	1090	94	996	26.49	8998	6155		
8999	14661	2699	187	2512	27.317	8999	14760		
9007	5225	970	174	796	27.148	9007	5250		
9160	4949	841	111	730	24.504	9160	5098		
9178	13096	2468	154	2314	28.157	9178	13114		
9199	13111	2410	178	2232	27.344	9199	13180		
9321	4853	887	93	794	26.951	9321	4890		
9353	4086	747	61	686	27.275	9353	4086		
9358	9534	1811	151	1660	28.061	9358	9639		
9379	6772	1325	139	1186	29.141	9379	6772		
9538	19037	3452	260	3192	26.988	9538	19135		
9552	9510	1633	119	1514	25.474	9552	9576		
9590	4750	836	46	790	26.298	9590	4750		
9807	9847	1750	146	1604	26.485	9807	9875		
9832	12507	2288	164	2124	27.041	9832	12650		
9990	18097	3350	236	3114	27.713	9990	18097		
10041	21548	4127	275	3852	28.518	10041	21664		
10222	5444	1035	83	952	28.413	10222	5444		
10290	7533	1334	98	1236	26.507	10290	7533		
10296	5076	943	101	842	27.589	10296	5092		
10324	5008	895	63	832	26.765	10324	5008		
10325	26517	4871	343	4528	27.295	10325	26683		
10350	9363	1822	172	1650	29.08	10350	9363		
10369	10740	1784	76	1708	24.876	10369	10740		
10401	17123	3165	185	2980	27.691	10401	17123		
10467	9505	1702	92	1610	26.797	10467	9505		
10484	6093	1115	113	1002	26.46	10484	6284		
10505	11633	2156	168	1988	27.642	10505	11668		
10566	7420	1390	92	1298	28.031	10566	7420		
10627	5862	1114	102	1012	28.283	10627	5879		
10684	7893	1487	89	1398	28.218	10684	7893		
10718	13974	2681	155	2526	28.719	10718	13974		
10764	10614	1814	154	1660	25.245	10764	10722		
10780	13471	2197	105	2092	24.393	10780	13471		
10972	13346	2185	153	2032	24.482	10972	13346		
11005	10380	2081	155	1926	29.787	11005	10450		
11135	30410	5772	382	5390	28.251	11135	30590		
11183	20306	3533	221	3312	26.025	11183	20318		
11361	4996	948	66	882	28.392	11361	4996		
11377	6716	1261	79	1182	28.077	11377	6716		
11389	26176	4677	263	4414	26.777	11389	26176		
11467	6991	1296	106	1190	27.737	11467	6991		
11589	5969	1002	74	928	25.09	11589	5969		
11592	15570	2772	200	2572	26.44	11592	15681		
11604	4554	853	85	768	28	11604	4554		
11679	13494	2382	170	2212	26.358	11679	13504		
11980	16490	2868	184	2684	25.888	11980	16580		
12039	12332	2229	121	2108	27.036	12039	12334		
12067	18905	3624	596	3028	28.319	12067	18966		
12167	7862	1426	124	1302	27.1	12167	7864		
12231	4075	1038	352	686	36.584	12231	4075		
12308	22638	4335	249	4086	28.672	12308	22638		
12430	8848	1573	87	1486	26.616	12430	8848		
12666	11329	2090	134	1956	27.621	12666	11329		
12706	10339	1935	103	1832	28.015	12706	10339		
12792	4345	818	64	754	28.195	12792	4345		
12874	5204	1029	81	948	29.568	12874	5204		
12920	11090	2023	141	1882	27.315	12920	11090		
12965	9183	1709	97	1612	27.829	12965	9183		
13063	6430	1232	96	1136	28.681	13063	6430		
13321	7340	1314	80	1234	26.783	13321	7340		
13457	9372	1674	88	1586	26.741	13457	9372		
13489	6567	1290	130	1160	29.264	13489	6582		
13781	12403	2279	233	2046	26.702	13781	12716		
13829	5822	1080	98	982	27.499	13829	5862		
13888	4341	767	75	692	26.346	13888	4341		
13911	4371	738	54	684	25.231	13911	4371		
13983	6606	1322	118	1204	29.923	13983	6606		
14292	16719	3050	248	2802	26.828	14292	16962		
14339	23543	4488	252	4236	28.471	14339	23606		
14348	6661	1212	80	1132	27.219	14348	6661		
14500	7034	1366	106	1260	29.012	14500	7034		
14800	9345	1785	171	1614	28.302	14800	9419		
14870	14028	2599	191	2408	27.684	14870	14028		
15000	4034	757	57	700	27.994	15000	4034		
15042	8353	1536	130	1406	27.506	15042	8353		
15165	4097	839	89	750	29.556	15165	4225		
15191	28548	5345	379	4966	27.788	15191	28770		
15321	5409	1043	77	966	28.825	15321	5409		
15337	4306	792	40	752	27.523	15337	4306		
15462	4095	677	71	606	24.694	15462	4095		
15472	9231	1610	116	1494	25.657	15472	9373		
15500	6471	1131	97	1034	26.152	15500	6471		
15583	4959	954	84	870	28.77	15583	4959		
15597	13567	2491	179	2312	27.319	15597	13647		
15954	4558	848	66	782	27.811	15954	4558		
16035	4843	890	136	754	26.556	16035	4971		
16130	4969	844	66	778	25.386	16130	4969		
16310	6699	1279	107	1172	28.129	16310	6792		
16694	16732	3091	189	2902	27.692	16694	16732		
16761	4059	676	60	616	24.633	16761	4097		
16933	9672	1692	158	1534	25.979	16933	9713		
16997	4136	686	78	608	24.778	16997	4136		
17025	5477	1057	75	982	28.863	17025	5477		
17078	8066	1549	133	1416	28.172	17078	8226		
17176	6317	1167	105	1062	27.577	17176	6317		
17216	11861	2152	164	1988	27.049	17216	11888		
17246	5239	959	85	874	27.376	17246	5239		
17296	7293	1230	66	1164	25.242	17296	7293		
17323	6203	1128	100	1028	27.204	17323	6203		
17363	4589	976	92	884	31.4	17363	4630		
17408	10490	1981	127	1854	28.28	17408	10490		
17423	18028	3294	226	3068	27.216	17423	18093		
17475	10490	1885	133	1752	26.878	17475	10490		
17842	4468	833	87	746	27.406	17842	4529		
18020	8547	1604	122	1482	28.116	18020	8547		
18058	7625	1370	138	1232	26.85	18058	7622		
18112	16894	3284	258	3026	28.85	18112	17016		
18265	8895	1705	203	1502	28.266	18265	8989		
18276	7636	1468	136	1332	27.473	18276	7974		
18307	8336	1588	126	1462	28.33	18307	8375		
18421	7181	1408	90	1318	29.368	18421	7181		
18538	4795	850	74	776	26.493	18538	4795		
18833	5108	918	72	846	26.893	18833	5108		
19216	5661	978	56	922	25.866	19216	5661		
19260	4180	767	69	698	27.385	19260	4180		
19295	4683	846	116	730	26.322	19295	4791		
19365	5530	1113	131	982	29.345	19365	5653		
19656	6801	1332	110	1222	29.094	19656	6839		
19712	4587	780	50	730	25.427	19712	4587		
20236	5294	941	67	874	26.544	20236	5294		
20330	8256	1448	102	1346	26.229	20330	8256		
20378	4426	759	49	710	25.645	20378	4426		
20431	5456	904	80	824	24.79	20431	5456		
20541	7949	1482	164	1318	27.736	20541	7950		
20573	4244	774	66	708	27.287	20573	4244		
20643	13282	2514	182	2332	28.319	20643	13282		
21051	4793	822	48	774	25.661	21051	4793		
21082	5574	1111	75	1036	29.809	21082	5574		
21130	9151	1618	118	1500	26.46	21130	9151		
21385	10020	1837	159	1678	27.051	21385	10117		
21542	4131	757	49	708	27.35	21542	4131		
21927	4255	769	95	674	26.758	21927	4283		
22695	6427	1221	81	1140	28.44	22695	6427		
22807	5069	914	48	866	26.992	22807	5069		
22828	7370	1323	101	1222	26.869	22828	7370		
22913	5202	893	63	830	25.625	22913	5202		
23433	9892	1727	143	1584	25.729	23433	10017		
23434	4456	840	84	756	28.127	23434	4456		
23436	6100	1074	68	1006	26.327	23436	6100		
23508	4234	771	89	682	27.182	23508	4234		
23811	5604	958	94	864	25.084	23811	5678		
25136	4284	698	64	634	24.293	25136	4286		
25931	5832	1179	95	1084	30.284	25931	5832		
26946	4143	733	77	656	26.088	26946	4202		
27677	4269	710	92	618	24.748	27677	4269		
28050	6890	1311	93	1218	28.483	28050	6890		
28552	4415	842	80	762	28.458	28552	4415		
34775	4903	840	54	786	25.63	34775	4907		
43	4245	797	77	720	28.037	43	4245		
218	111724	20288	1010	19278	27.206	218	111713		
221	16652	3082	186	2896	27.684	221	16652		
266	20786	3870	228	3642	27.71	266	20905		
487	8902	1496	184	1312	24.898	487	8947		
505	20108	3847	231	3616	28.66	505	20108		
523	7241	1470	126	1344	30.333	523	7241		
555	18113	2887	213	2674	23.848	555	18113		
612	43916	7804	466	7338	26.56	612	43998		
713	10527	1862	118	1744	26.474	713	10527		
743	70013	12521	673	11848	26.803	743	70013		
901	5133	1017	149	868	29.242	901	5133		
918	28849	5204	324	4880	27.003	918	28849		
922	6527	1198	86	1112	27.464	922	6527		
925	11776	2100	136	1964	26.707	925	11776		
928	7251	1292	100	1192	26.659	928	7251		
996	13250	2549	187	2362	28.76	996	13250		
997	73011	14761	1247	13514	30.198	997	73028		
998	5641	1039	119	920	27.442	998	5641		
999	32600	5915	423	5492	27.166	999	32600		
1022	94870	17548	1064	16484	27.703	1022	94871		
1087	70064	12370	772	11598	26.454	1087	70064		
1130	6001	1021	73	948	25.417	1130	6001		
1144	86042	16058	990	15068	27.931	1144	86093		
1189	23195	4372	402	3970	28.177	1189	23195		
1190	16902	2814	222	2592	24.861	1190	16921		
1204	14515	2719	259	2460	27.743	1204	14626		
1232	69066	12445	941	11504	26.97	1232	69064		
1282	26755	4946	338	4608	27.679	1282	26755		
1399	115988	21379	1199	20180	27.621	1399	115988		
1547	44456	8043	509	7534	27.014	1547	44583		
1642	38725	6902	414	6488	26.626	1642	38821		
1643	11868	2190	176	2014	27.623	1643	11868		
1644	33140	6088	388	5700	27.503	1644	33140		
1645	108866	19829	1179	18650	27.243	1645	109004		
1692	40882	7623	403	7220	27.948	1692	40882		
1790	9268	1604	102	1502	25.89	1790	9268		
1838	13426	2359	149	2210	26.303	1838	13426		
1857	27554	4933	299	4634	26.807	1857	27554		
2140	19358	3894	266	3628	30.094	2140	19358		
2166	6419	1374	204	1170	31.661	2166	6419		
2196	16531	3073	269	2804	27.665	2196	16571		
2303	38113	6331	347	5984	24.883	2303	38113		
2342	14687	2686	238	2448	26.699	2342	15015		
2413	18565	3514	184	3330	28.347	2413	18565		
2487	56495	10964	670	10294	29.081	2487	56495		
2567	11295	2025	183	1842	26.771	2567	11296		
2739	27214	5009	363	4646	27.562	2739	27214		
2834	37905	6197	373	5824	24.472	2834	37904		
2868	40428	7158	460	6698	26.527	2868	40428		
2945	33058	6185	457	5728	27.984	2945	33058		
2996	12763	3115	477	2638	36.159	2996	12763		
3032	22026	4130	246	3884	28.055	3032	22037		
3068	18226	3338	200	3138	27.276	3068	18333		
3253	39132	7302	556	6746	27.743	3253	39342		
3344	18861	3439	217	3222	27.306	3344	18861		
3373	6333	1139	95	1044	26.903	3373	6333		
3387	39623	7430	416	7014	28.022	3387	39719		
3407	20026	3984	300	3684	29.778	3407	20026		
3415	10455	1681	117	1564	24.065	3415	10455		
3421	7001	1325	129	1196	28.216	3421	7002		
3445	54447	10799	651	10148	29.714	3445	54447		
3476	21252	4117	293	3824	28.791	3476	21397		
3499	6705	1209	89	1120	26.996	3499	6705		
3559	4595	749	67	682	24.373	3559	4595		
3601	36600	6773	417	6356	27.697	3601	36616		
3647	6131	1136	88	1048	27.703	3647	6131		
3763	29770	5605	433	5172	28.178	3763	29770		
3811	14675	2203	145	2058	22.469	3811	14675		
3842	28074	5397	445	4952	28.673	3842	28155		
3934	16028	2799	189	2610	26.139	3934	16028		
3947	75424	14666	894	13772	29.104	3947	75426		
4059	11648	2078	134	1944	26.689	4059	11648		
4209	33776	6638	484	6154	29.418	4209	33776		
4251	22441	4062	292	3770	26.912	4251	22587		
4262	28482	5296	352	4944	27.859	4262	28482		
4595	8617	1567	135	1432	27.128	4595	8617		
4606	18091	3333	219	3114	27.6	4606	18091		
4627	49768	8552	672	7880	25.683	4627	49803		
4631	48783	9052	556	8496	27.768	4631	48802		
4645	21495	3976	252	3724	27.655	4645	21515		
4737	5071	1119	261	858	32.33	4737	5072		
4824	31247	5875	457	5418	28.102	4824	31266		
4874	29829	5757	381	5376	28.92	4874	29829		
4896	29191	4523	471	4052	23.097	4896	29191		
4942	28557	4779	273	4506	25.046	4942	28561		
4962	4315	764	56	708	26.473	4962	4315		
4963	10620	1990	142	1848	27.89	4963	10659		
4994	23103	4168	398	3770	26.691	4994	23316		
5029	34658	5844	428	5416	25.148	5029	34711		
5066	10899	2080	108	1972	28.566	5066	10899		
5073	16829	3139	195	2944	27.928	5073	16829		
5103	27786	4822	358	4464	25.965	5103	27786		
5180	38747	7291	401	6890	28.177	5180	38747		
5193	13459	2493	119	2374	27.742	5193	13459		
5234	10189	1894	146	1748	27.818	5234	10189		
5256	26453	4839	249	4590	27.403	5256	26453		
5285	9836	1830	116	1714	27.875	5285	9836		
5421	35883	6731	413	6318	28.039	5421	35908		
5482	7367	1354	92	1262	27.47	5482	7367		
5489	9744	1803	139	1664	27.688	5489	9744		
5570	28949	5477	325	5152	28.253	5570	29042		
5588	10288	1961	149	1812	28.476	5588	10288		
5600	33744	6597	343	6254	29.233	5600	33807		
5603	7508	1395	169	1226	26.74	5603	7761		
5635	61435	11421	681	10740	27.816	5635	61509		
5665	38537	6893	459	6434	26.725	5665	38601		
5670	10956	1668	126	1542	22.736	5670	10956		
5695	5235	1096	78	1018	31.293	5695	5235		
5719	28075	5235	333	4902	27.832	5719	28144		
5791	40573	7447	511	6936	27.45	5791	40572		
5836	27065	4870	288	4582	26.943	5836	27065		
5934	5075	955	99	856	28.036	5934	5075		
5967	16316	2966	168	2798	27.216	5967	16316		
5976	34427	6270	432	5838	27.291	5976	34427		
6016	12382	2308	144	2164	27.896	6016	12382		
6023	9099	1709	107	1602	28.11	6023	9099		
6055	20399	3665	227	3438	26.917	6055	20399		
6059	12543	2720	444	2276	32.247	6059	12593		
6066	20948	3968	260	3708	28.366	6066	20948		
6167	26899	5375	521	4854	29.67	6167	27023		
6188	24579	5178	714	4464	31.267	6188	24579		
6190	24614	4663	241	4422	28.385	6190	24614		
6272	18160	3232	226	3006	26.66	6272	18146		
6302	22854	4058	192	3866	26.561	6302	22866		
6322	31146	5899	351	5548	28.35	6322	31146		
6346	22545	4452	272	4180	29.526	6346	22566		
6363	28511	5061	287	4774	26.584	6363	28511		
6479	9833	1656	114	1542	25.201	6479	9833		
6500	7397	1503	295	1208	30.209	6500	7396		
6504	5073	909	73	836	26.799	6504	5073		
6560	47367	9049	579	8470	28.599	6560	47382		
6566	32347	6206	410	5796	28.686	6566	32389		
6660	29385	5481	303	5178	27.931	6660	29385		
6693	24882	4654	310	4344	28.02	6693	24882		
6697	13819	2513	179	2334	27.222	6697	13819		
6792	40539	7831	487	7344	28.884	6792	40593		
6859	16177	3034	206	2828	28.09	6859	16177		
6860	25931	3797	181	3616	21.939	6860	25931		
6862	10311	1851	143	1708	26.865	6862	10311		
6921	13107	2281	147	2134	25.862	6921	13168		
7026	8960	1637	105	1532	27.341	7026	8960		
7027	11740	2283	121	2162	29.091	7027	11740		
7083	28108	5226	332	4894	27.846	7083	28108		
7084	5871	964	88	876	24.553	7084	5871		
7108	43771	8098	498	7600	27.608	7108	43931		
7200	14233	2568	162	2406	27.034	7200	14233		
7269	23097	4304	426	3878	27.812	7269	23097		
7448	19948	3558	246	3312	26.712	7448	19948		
7569	18121	4603	887	3716	37.134	7569	18276		
7590	4530	853	61	792	28.122	7590	4530		
7594	20121	3753	397	3356	27.822	7594	20121		
7707	13971	2548	168	2380	27.301	7707	13971		
7720	8419	1523	119	1404	27.054	7720	8419		
7817	16675	3235	245	2990	29.015	7817	16680		
7865	8451	1359	119	1240	24.036	7865	8451		
7973	24901	4597	273	4324	27.669	7973	24901		
8008	17259	3049	209	2840	26.421	8008	17259		
8043	18171	3483	219	3264	28.713	8043	18171		
8099	13358	2452	138	2314	27.448	8099	13358		
8109	10045	1825	107	1718	27.19	8109	10045		
8187	25459	4662	304	4358	27.349	8187	25503		
8218	11132	2131	151	1980	28.655	8218	11132		
8219	5037	959	67	892	28.483	8219	5037		
8339	14958	2894	208	2686	28.778	8339	15037		
8347	52879	9580	568	9012	27.139	8347	52879		
8370	56845	10618	698	9920	27.962	8370	56844		
8381	15693	2925	195	2730	27.904	8381	15693		
8511	24575	4779	293	4486	29.107	8511	24575		
8601	35977	6623	373	6250	27.562	8601	35977		
8698	42878	8110	562	7548	28.302	8698	42932		
8792	17986	3234	246	2988	26.816	8792	18050		
8851	28150	5544	344	5200	29.498	8851	28150		
8852	20948	3821	241	3580	27.313	8852	20948		
8857	8366	1416	82	1334	25.327	8857	8366		
8877	13172	2167	151	2016	24.571	8877	13174		
8945	28334	5209	341	4868	27.465	8945	28388		
9018	4750	924	72	852	29.068	9018	4750		
9050	13902	2654	210	2444	28.579	9050	13902		
9074	16810	3369	223	3146	29.998	9074	16810		
9114	12760	2358	160	2198	27.656	9114	12760		
9192	11879	2950	648	2302	36.855	9192	11879		
9193	11123	2169	349	1820	28.703	9193	11176		
9250	17332	3698	608	3090	31.449	9250	17332		
9309	11553	2336	336	2000	29.785	9309	11637		
9314	12079	2238	150	2088	27.747	9314	12079		
9375	7737	1411	135	1276	27.128	9375	7755		
9413	7275	1308	138	1170	26.907	9413	7275		
9417	23735	4490	264	4226	28.31	9417	23735		
9434	7246	1346	116	1230	27.581	9434	7280		
9469	9538	1899	119	1780	29.782	9469	9538		
9470	6147	1278	188	1090	30.367	9470	6254		
9507	12808	2338	188	2150	27.286	9507	12808		
9523	10843	1883	151	1732	25.853	9523	10886		
9596	24012	4630	262	4368	28.886	9596	24012		
9600	12192	2188	180	2008	26.684	9600	12256		
