Name	Consensus length	Total read count	Single reads	Reads in pairs	Average coverage	Reference sequence	Reference length	Reference common name	Reference latin name
9705	25080	4934	320	4614	29.436	9705	25095		
9718	16564	3114	232	2882	28.123	9718	16564		
9765	4859	873	67	806	26.872	9765	4859		
9859	4025	771	77	694	28.52	9859	4025		
9872	10071	1808	124	1684	26.89	9872	10071		
9999	10066	1814	136	1678	26.9	9999	10066		
10103	20750	4187	419	3768	30.134	10103	20750		
10123	41529	7749	585	7164	27.804	10123	41661		
10240	20922	4530	998	3532	32.236	10240	20912		
10289	7138	1278	98	1180	26.734	10289	7138		
10329	4371	810	48	762	27.674	10329	4371		
10351	10842	2109	161	1948	29.049	10351	10842		
10435	7463	1336	110	1226	26.748	10435	7465		
10444	31684	5875	357	5518	27.661	10444	31822		
10458	6574	1046	104	942	23.733	10458	6574		
10495	22335	4089	251	3838	27.369	10495	22369		
10551	13144	2390	120	2270	27.239	10551	13144		
10556	22173	3802	260	3542	25.63	10556	22173		
10672	72083	13137	857	12280	27.247	10672	72152		
10783	17078	3241	211	3030	28.425	10783	17078		
10836	12777	2437	203	2234	28.463	10836	12790		
10867	9108	1686	130	1556	27.658	10867	9108		
10963	5170	1065	75	990	30.8	10963	5170		
11013	13826	2414	186	2228	26.089	11013	13826		
11050	20669	3591	221	3370	26.033	11050	20669		
11063	16449	2487	197	2290	22.622	11063	16449		
11073	18855	3478	218	3260	27.625	11073	18855		
11092	5438	1074	94	980	29.54	11092	5438		
11140	10801	2037	125	1912	28.235	11140	10805		
11153	11636	2028	190	1838	25.848	11153	11702		
11157	36809	7010	396	6614	28.435	11157	36929		
11187	32207	5870	294	5576	27.315	11187	32207		
11325	13496	2440	160	2280	26.932	11325	13545		
11381	16926	3078	170	2908	27.246	11381	16926		
11432	19268	3568	240	3328	27.745	11432	19268		
11484	33595	5779	293	5486	25.77	11484	33595		
11492	30406	5606	372	5234	27.62	11492	30406		
11801	53212	10102	534	9568	28.438	11801	53212		
11910	16858	3237	215	3022	28.744	11910	16858		
12056	24426	4394	284	4110	26.958	12056	24426		
12064	7232	1226	98	1128	25.32	12064	7232		
12104	16245	3173	205	2968	29.041	12104	16350		
12127	20012	3692	226	3466	27.621	12127	20012		
12187	5950	1148	76	1072	28.852	12187	5950		
12217	8575	1622	122	1500	28.305	12217	8575		
12250	5108	894	96	798	26.141	12250	5108		
12331	8269	1618	116	1502	29.257	12331	8269		
12397	4965	1006	98	908	30.286	12397	4965		
12408	21334	3591	237	3354	25.203	12408	21334		
12632	18077	2973	245	2728	24.426	12632	18169		
12638	7450	1418	112	1306	28.479	12638	7450		
12696	15660	2945	171	2774	28.158	12696	15660		
12818	7676	1544	170	1374	30.008	12818	7676		
12855	7658	1498	104	1394	29.268	12855	7658		
12858	14511	2749	159	2590	28.357	12858	14511		
12975	7407	1315	103	1212	26.59	12975	7407		
13020	11731	2046	160	1886	25.891	13020	11796		
13035	17685	3281	245	3036	27.727	13035	17685		
13058	8025	1604	122	1482	29.868	13058	8025		
13076	11693	2170	166	2004	27.797	13076	11693		
13094	5348	986	86	900	27.491	13094	5348		
13124	4907	934	64	870	28.434	13124	4907		
13242	10521	1923	109	1814	27.349	13242	10521		
13258	6081	1107	81	1026	27.208	13258	6081		
13377	15933	3004	222	2782	28.242	13377	15933		
13413	14484	2705	233	2472	27.936	13413	14484		
13496	6191	1128	62	1066	27.27	13496	6191		
13512	10596	1973	137	1836	27.907	13512	10596		
13571	5232	945	67	878	27	13571	5232		
13668	6119	1188	114	1074	28.905	13668	6119		
13736	6751	1097	75	1022	24.306	13736	6751		
13954	6212	1079	87	992	25.934	13954	6212		
13987	17819	3273	215	3058	27.459	13987	17819		
14054	7919	1337	113	1224	25.124	14054	7947		
14142	13850	2710	238	2472	29.248	14142	13849		
14184	4611	863	73	790	27.915	14184	4611		
14422	4798	854	128	726	26.022	14422	4884		
14455	10716	4305	529	3776	59.634	14455	10719		
14551	9203	1564	122	1442	24.989	14551	9337		
14559	15554	2453	215	2238	23.538	14559	15554		
14576	7512	1354	100	1254	26.967	14576	7512		
14596	11152	2143	115	2028	28.776	14596	11152		
14807	16526	2952	174	2778	26.757	14807	16526		
14901	16413	3004	246	2758	27.251	14901	16460		
14956	15778	2945	177	2768	27.96	14956	15778		
15221	18401	4264	1012	3252	34.048	15221	18528		
15446	4118	704	68	636	25.484	15446	4118		
15510	7070	1232	114	1118	25.975	15510	7070		
15578	19501	3780	288	3492	29.033	15578	19501		
15656	7374	1406	108	1298	28.532	15656	7374		
15692	5059	987	89	898	29.108	15692	5059		
15812	4034	720	58	662	26.682	15812	4034		
16016	12084	2442	230	2212	29.858	16016	12205		
16169	8428	1486	124	1362	26.357	16169	8428		
16218	4513	732	66	666	24.25	16218	4513		
16353	13571	2441	191	2250	26.641	16353	13703		
16421	6402	1277	103	1174	29.825	16421	6402		
16470	5648	883	73	810	23.344	16470	5648		
16478	12966	2610	166	2444	30.132	16478	12966		
16614	6268	1055	113	942	25.104	16614	6268		
16651	4904	904	98	806	27.426	16651	4904		
16661	12923	2380	158	2222	27.568	16661	12923		
16853	6070	1074	112	962	26.406	16853	6070		
16870	7051	1588	398	1190	33.134	16870	7051		
16874	8015	1409	117	1292	26.313	16874	8015		
17336	8730	1638	108	1530	28.092	17336	8730		
17356	10950	1966	114	1852	26.837	17356	10950		
17435	4709	952	166	786	29.465	17435	4784		
17533	8973	1716	102	1614	28.621	17533	8973		
17590	8284	1557	139	1418	27.744	17590	8369		
17619	11987	2179	189	1990	27.161	17619	11987		
17760	4744	782	68	714	24.614	17760	4744		
17908	4852	856	84	772	26.333	17908	4852		
18057	8936	1790	136	1654	29.975	18057	8936		
18386	6167	1097	83	1014	26.563	18386	6167		
18495	12144	2025	115	1910	24.965	18495	12144		
18703	10916	2052	158	1894	27.912	18703	10985		
18916	21898	4069	249	3820	27.836	18916	21898		
18952	13901	2464	160	2304	26.531	18952	13901		
19157	11096	2120	128	1992	28.628	19157	11096		
19381	11876	2166	116	2050	27.318	19381	11876		
19449	16238	3214	276	2938	29.548	19449	16229		
19499	6801	1395	169	1226	29.941	19499	6930		
19772	20744	4167	239	3928	30.06	19772	20744		
19784	4893	897	79	818	27.439	19784	4893		
19871	5101	876	76	800	25.593	19871	5101		
19881	8692	2040	556	1484	32.842	19881	8726		
20172	7547	1422	108	1314	28.183	20172	7547		
21291	6094	1122	94	1028	27.52	21291	6094		
21491	5202	872	90	782	25.066	21491	5202		
21791	9164	1875	205	1670	30.312	21791	9164		
22564	6637	1183	105	1078	26.67	22564	6637		
23231	9210	1699	117	1582	27.607	23231	9210		
25178	4739	891	85	806	28.123	25178	4739		
25752	4165	695	61	634	24.954	25752	4165		
26975	5767	1061	105	956	27.038	26975	5860		
27110	6543	1193	79	1114	27.257	27110	6543		
28371	8573	1550	104	1446	27.074	28371	8573		
28395	4285	787	77	710	27.444	28395	4285		
31768	4698	944	64	880	30.046	31768	4698		
45	340223	1233394	62532	1170862	543.458	45	340223		
74	231492	957600	80618	876982	616.809	74	231515		
106	256548	963951	53675	910276	562.859	106	256555		
127	126595	472362	24942	447420	559.159	127	126603		
186	401131	1467033	77295	1389738	547.99	186	401190		
196	372290	1357927	69177	1288750	546.76	196	372288		
216	370232	1354313	68329	1285984	548.363	216	370232		
226	333640	1211286	62324	1148962	543.923	226	333795		
283	154106	559293	28401	530892	543.992	283	154106		
317	407803	1523312	79652	1443660	559.88	317	407803		
396	234333	857733	43333	814400	548.68	396	234333		
477	138875	505382	26714	478668	545.427	477	138875		
676	47116	170846	9372	161474	543.383	676	47116		
739	106466	388956	20364	368592	547.618	739	106466		
871	30412	108591	6863	101728	532.353	871	30539		
1549	76498	277351	14737	262614	543.442	1549	76498		
1685	56085	208471	10409	198062	557.252	1685	56085		
235	943151	813399	39839	773560	129.296	235	943145		
296	846459	789862	40322	749540	139.861	296	846459		
385	410498	373857	18515	355342	136.505	385	410587		
399	12179	15677	2267	13410	190.736	399	12180		
400	5702	4740	330	4410	124.359	400	5702		
428	1107100	977923	56227	921696	132.278	428	1107402		
447	574994	491764	25490	466274	128.177	447	575002		
467	554975	471074	23448	447626	127.239	467	554975		
498	602394	487587	24769	462818	121.322	498	602394		
986	524900	456324	27232	429092	130.115	986	524972		
1297	495976	454320	23216	431104	137.315	1297	495976		
1409	268507	251114	12502	238612	140.217	1409	268507		
1553	319942	288347	14691	273656	135.07	1553	319942		
1653	107731	85520	4408	81112	118.996	1653	107731		
5973	60386	51132	2984	48148	126.785	5973	60386		
40	92721	35517	1815	33702	57.359	40	92774		
140	97412	37254	1732	35522	57.304	140	97412		
192	61983	25416	1494	23922	61.378	192	61983		
501	66496	25552	1346	24206	57.532	501	66514		
656	34809	13023	713	12310	56.041	656	34809		
717	9339	3487	203	3284	55.897	717	9339		
718	41276	15523	953	14570	56.216	718	41320		
819	15548	5571	353	5218	53.589	819	15548		
867	8280	3174	150	3024	57.401	867	8280		
911	44841	18163	921	17242	60.673	911	44841		
1001	44362	17251	1225	16026	57.833	1001	44591		
1137	40795	15280	924	14356	56.016	1137	40823		
1191	19529	7340	476	6864	56.244	1191	19529		
1391	33562	12696	692	12004	56.556	1391	33599		
1481	29853	11587	609	10978	58.131	1481	29853		
1527	14512	4880	304	4576	50.286	1527	14512		
1528	19332	7059	511	6548	54.253	1528	19442		
1571	34931	13375	791	12584	57.352	1571	34931		
1592	81547	31843	1479	30364	58.519	1592	81547		
1620	52450	20917	1175	19742	59.436	1620	52672		
1667	68220	26326	1366	24960	57.808	1667	68220		
1686	50696	20157	1097	19060	59.543	1686	50696		
1688	20784	7932	510	7422	57.029	1688	20823		
1752	45232	17883	875	17008	59.234	1752	45232		
1937	55092	21458	1108	20350	58.264	1937	55189		
1946	41578	16366	1028	15338	58.826	1946	41578		
1959	73425	28115	1403	26712	57.38	1959	73425		
2016	63887	29188	3820	25368	67.739	2016	63887		
2018	29451	11185	599	10586	56.883	2018	29451		
2083	23025	8802	574	8228	57.144	2083	23036		
2125	44703	17678	974	16704	59.104	2125	44805		
2129	43197	16439	907	15532	56.921	2129	43243		
2136	35933	13834	852	12982	57.473	2136	36023		
2154	9515	3227	161	3066	50.775	2154	9515		
2221	70585	28828	1878	26950	61.086	2221	70585		
2414	138453	53936	2774	51162	58.364	2414	138453		
2451	20645	8277	437	7840	60.053	2451	20645		
2538	35622	14040	766	13274	59.023	2538	35622		
2595	40060	15431	937	14494	57.644	2595	40060		
2642	68347	25763	1423	24340	56.395	2642	68422		
2673	11941	4739	259	4480	59.432	2673	11941		
2684	132738	50633	2529	48104	57.135	2684	132765		
2829	41346	15698	742	14956	56.869	2829	41346		
2869	22580	8782	596	8186	58.126	2869	22580		
2874	67082	26987	1389	25598	60.254	2874	67082		
2891	22549	9176	526	8650	60.95	2891	22549		
2919	64616	24303	1301	23002	56.309	2919	64616		
2981	15383	6072	374	5698	59.103	2981	15383		
2995	25383	9803	449	9354	57.845	2995	25383		
3025	25652	10129	525	9604	59.148	3025	25652		
3053	19421	7578	434	7144	58.275	3053	19458		
3069	18600	6822	408	6414	54.925	3069	18600		
3123	37421	15451	965	14486	61.776	3123	37421		
3124	44674	16603	897	15706	55.64	3124	44674		
3195	69584	27225	1445	25780	58.516	3195	69672		
3196	36386	14447	751	13696	59.452	3196	36386		
3361	21389	8302	468	7834	58.033	3361	21418		
3392	23413	9169	517	8652	58.54	3392	23454		
3449	5336	1877	189	1688	52.113	3449	5372		
3529	23137	9111	503	8608	58.932	3529	23137		
3555	54350	20637	1387	19250	56.794	3555	54350		
3571	39476	15445	799	14646	58.61	3571	39476		
3598	74637	29625	1521	28104	59.436	3598	74637		
3656	52739	19951	1271	18680	56.618	3656	52739		
3699	11223	4362	262	4100	58.186	3699	11223		
3737	54742	21766	1220	20546	59.524	3737	54744		
3855	53518	19253	1199	18054	53.808	3855	53558		
3922	6934	2487	221	2266	53.35	3922	6961		
3974	28842	10908	636	10272	56.589	3974	28842		
3995	25381	9693	621	9072	57	3995	25438		
4044	7953	3236	392	2844	60.375	4044	7953		
4091	63758	23294	1136	22158	54.754	4091	63758		
4221	19000	6937	397	6540	54.648	4221	19000		
4364	37772	13784	670	13114	54.679	4364	37772		
4428	53550	20195	1135	19060	56.433	4428	53601		
4457	5981	2275	151	2124	56.903	4457	5981		
4553	23978	9423	607	8816	58.79	4553	23978		
4571	12347	4840	322	4518	58.49	4571	12369		
4691	38537	15282	860	14422	59.4	4691	38537		
4740	58035	22462	1058	21404	57.998	4740	58035		
4760	10030	3733	251	3482	55.709	4760	10030		
4818	36181	14855	1101	13754	61.344	4818	36182		
4823	39130	15063	1161	13902	57.418	4823	39131		
4873	36638	14799	829	13970	60.415	4873	36638		
4917	28925	11137	665	10472	57.623	4917	28925		
5156	47379	18954	1036	17918	59.912	5156	47379		
5391	31844	12314	616	11698	57.94	5391	31844		
5552	29186	11143	613	10530	57.175	5552	29186		
5585	26901	10258	606	9652	57.128	5585	26901		
5640	6575	2576	182	2394	58.654	5640	6575		
5870	34734	13780	856	12924	59.339	5870	34734		
5885	10961	4591	377	4214	62.447	5885	10961		
5945	29162	10683	591	10092	54.84	5945	29162		
6225	15820	5435	371	5064	51.391	6225	15820		
6247	16896	6644	378	6266	58.916	6247	16896		
6318	12328	4882	342	4540	59.216	6318	12327		
6413	21541	8635	525	8110	59.978	6413	21541		
6429	44484	14830	798	14032	49.923	6429	44484		
6507	5903	2051	193	1858	51.829	6507	5903		
6838	7334	2809	205	2604	57.219	6838	7334		
6868	19837	7220	412	6808	54.464	6868	19837		
6931	30925	11115	593	10522	53.846	6931	30925		
7033	13847	5122	290	4832	55.344	7033	13847		
7238	5734	2354	240	2114	61.075	7238	5734		
7335	19457	7190	428	6762	55.085	7335	19538		
7458	11364	4317	253	4064	56.811	7458	11364		
7465	31737	12253	651	11602	57.81	7465	31737		
7471	20720	7576	426	7150	54.682	7471	20720		
7480	29453	11293	555	10738	57.431	7480	29453		
7553	12378	4602	274	4328	55.653	7553	12378		
7625	32991	12361	807	11554	55.944	7625	32991		
7858	14469	5826	438	5388	60.145	7858	14469		
8116	27651	10713	681	10032	57.941	8116	27651		
8679	50320	19442	1262	18180	57.631	8679	50398		
8873	20673	8014	412	7602	58.035	8873	20673		
9094	20638	8167	431	7736	59.252	9094	20638		
9215	16063	6146	392	5754	57.051	9215	16112		
9418	7372	2852	190	2662	57.89	9418	7372		
9462	12932	5060	278	4782	58.593	9462	12932		
9542	5371	2099	177	1922	58.32	9542	5371		
9687	11349	4250	294	3956	55.946	9687	11349		
9861	25163	9855	593	9262	58.644	9861	25163		
9932	19662	8009	515	7494	60.983	9932	19662		
9937	6137	2406	172	2234	58.664	9937	6137		
10083	13534	5353	291	5062	59.213	10083	13534		
10889	8048	2955	223	2732	54.734	10889	8048		
10980	12739	4899	263	4636	57.547	10980	12739		
11081	20449	8201	481	7720	60.019	11081	20449		
11146	20128	7588	456	7132	56.44	11146	20128		
11551	12287	4606	320	4286	56.045	11551	12287		
12117	6689	2494	194	2300	55.757	12117	6689		
12238	15298	6071	447	5624	59.305	12238	15298		
12556	13158	4790	258	4532	54.52	12556	13158		
13246	22798	9005	591	8414	59.028	13246	22819		
13738	19739	7134	872	6262	53.856	13738	19739		
14265	5018	1994	174	1820	58.552	14265	5079		
14780	6760	2589	189	2400	57.29	14780	6760		
14985	9670	4089	209	3880	63.299	14985	9670		
15114	17963	6905	411	6494	57.558	15114	17963		
15616	19045	7118	446	6672	55.961	15616	19045		
15654	14795	4709	275	4434	47.652	15654	14795		
16009	4897	1914	174	1740	58.15	16009	4905		
16267	4952	1862	270	1592	55.635	16267	4952		
16341	10203	3568	200	3368	52.352	16341	10203		
17288	6124	2150	182	1968	52.431	17288	6124		
17920	7561	2901	219	2682	56.262	17920	7703		
21781	5172	1987	131	1856	57.359	21781	5172		
588	26222	955	115	840	5.318	588	26747		
1250	29110	1062	104	958	5.364	1250	29567		
2441	21734	755	55	700	5.12	2441	22066		
2825	34344	1316	110	1206	5.585	2825	35181		
3089	9663	350	52	298	5.309	3089	9819		
4879	22611	844	60	784	5.53	4879	22841		
5340	7522	287	21	266	5.566	5340	7732		
5667	22984	886	130	756	5.642	5667	23344		
5747	39391	1559	251	1308	5.784	5747	39826		
6138	38651	1475	91	1384	5.595	6138	39396		
6376	34223	1277	161	1116	5.418	6376	34970		
6533	10634	407	39	368	5.601	6533	10817		
6592	21499	709	57	652	4.749	6592	22304		
6777	54275	1880	156	1724	5.07	6777	55296		
7106	25315	943	133	810	5.443	7106	25586		
7539	41327	1497	143	1354	5.279	7539	42230		
7752	11484	381	57	324	4.672	7752	12058		
7829	25969	910	52	858	5.153	7829	26407		
8326	32934	1300	260	1040	5.623	8326	33804		
8646	44215	1720	214	1506	5.671	8646	45129		
9187	12012	436	26	410	5.308	9187	12282		
9513	24434	882	56	826	5.285	9513	25031		
9650	51576	1886	136	1750	5.366	9650	52505		
9663	23464	794	64	730	4.939	9663	24027		
9815	4147	142	16	126	4.742	9815	4467		
10243	15647	554	40	514	5.24	10243	15853		
11111	32013	1039	63	976	4.798	11111	32451		
11191	8520	304	54	250	5.15	11191	8723		
11317	27195	1025	87	938	5.535	11317	27562		
11879	22055	801	77	724	5.329	11879	22332		
11938	50192	1758	130	1628	5.103	11938	51539		
11964	41317	1425	125	1300	5.068	11964	41943		
11989	13139	448	28	420	5.004	11989	13391		
12140	4423	172	14	158	5.267	12140	4871		
12248	6058	249	21	228	6.08	12248	6058		
12278	12069	428	64	364	5.179	12278	12192		
12351	31681	1211	193	1018	5.398	12351	33195		
12907	6884	229	19	210	4.907	12907	6991		
14072	75952	2931	403	2528	5.597	14072	77302		
14240	8754	353	39	314	5.857	14240	8970		
14357	11147	483	77	406	6.331	14357	11271		
14425	18868	682	64	618	5.16	14425	19634		
14490	12637	379	25	354	4.155	14490	13643		
14630	13169	439	43	396	4.777	14630	13681		
14959	21690	739	85	654	4.988	14959	22094		
15305	11220	414	26	388	5.395	15305	11495		
15430	15963	508	58	450	4.564	15430	16568		
16153	34918	1314	108	1206	5.53	16153	35463		
16154	42598	1559	197	1362	5.324	16154	43480		
16290	8739	279	21	258	4.665	16290	8895		
16354	5875	229	15	214	5.539	16354	6145		
16432	40616	1484	116	1368	5.396	16432	41074		
17079	4214	174	12	162	6.177	17079	4214		
17188	9521	351	63	288	5.45	17188	9525		
17200	26039	921	63	858	5.243	17200	26211		
17362	20784	811	71	740	5.694	17362	21298		
17730	39974	1448	174	1274	5.195	17730	41313		
17955	9103	349	23	326	5.651	17955	9232		
18315	4617	170	42	128	5.149	18315	4786		
18437	45588	1564	132	1432	5.047	18437	46269		
18466	7490	281	17	264	5.397	18466	7797		
18762	28520	919	51	868	4.736	18762	29042		
18944	22795	1103	255	848	6.989	18944	23174		
18948	9794	391	77	314	5.805	18948	9921		
19264	12959	421	41	380	4.771	19264	13184		
19669	17676	602	20	582	5.046	19669	17892		
19716	5691	205	13	192	5.34	19716	5750		
20116	9839	361	27	334	5.463	20116	9906		
20611	7392	261	33	228	5.012	20611	7739		
20693	14789	533	51	482	5.321	20693	14912		
20790	16894	7295	5327	1968	60.781	20790	16964		
20868	36591	1244	100	1144	4.977	20868	37322		
21246	11132	457	39	418	6.088	21246	11197		
21381	17485	606	42	564	5.032	21381	18041		
21604	7033	269	17	252	5.683	21604	7097		
21657	9041	312	12	300	4.995	21657	9356		
21718	27617	940	44	896	5.034	21718	27999		
21882	22695	843	69	774	5.493	21882	22832		
21896	17530	666	62	604	5.625	21896	17637		
21920	6492	235	29	206	5.32	21920	6563		
21982	6592	232	14	218	5.086	21982	6841		
22045	4183	273	139	134	9.125	22045	4229		
22157	10859	442	48	394	5.919	22157	11121		
22258	27230	940	80	860	5.042	22258	27778		
22279	5505	229	35	194	5.87	22279	5805		
22616	14009	525	81	444	5.424	22616	14390		
22823	25555	832	74	758	4.762	22823	25980		
22840	35103	1220	64	1156	5.137	22840	35550		
23064	20482	725	77	648	5.123	23064	21076		
23189	4379	125	17	108	4.282	23189	4379		
23634	30483	1116	74	1042	5.346	23634	31227		
23707	30365	1125	237	888	5.332	23707	31116		
23713	8340	327	37	290	5.751	23713	8530		
23915	45818	1610	120	1490	5.183	23915	46393		
23954	8814	373	43	330	6.197	23954	8905		
24168	21393	772	80	692	5.299	24168	21744		
24189	15241	478	30	448	4.616	24189	15489		
24255	11032	343	21	322	4.547	24255	11261		
24478	22315	868	144	724	5.689	24478	22568		
25373	12009	357	31	326	4.248	25373	12559		
25393	16339	573	69	504	5.15	25393	16487		
25632	21340	793	55	738	5.432	25632	21817		
26021	31190	1090	88	1002	5.124	26021	31713		
26036	5730	197	7	190	4.801	26036	6152		
26043	21372	797	51	746	5.4	26043	21992		
